Software providor ID,Customer Type,Annual Charges ,Biggest market,Invoice generation,E invoice generation,Delivery challan Generation,E way bill generation,LR generation,Multi user compatibility,Multi tenant usability,Tasks management,Customization,Vehicle allocation,Inventory Management,Integrated Payment gatways,Logistics management,Customer management,User satisfied
I824922,SME,100000,Jaipur,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
I133015,ALL,100000,Mumbai,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
I217670,ALL,60000,New Delhi,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
I336557,SME,150000,Bangalore,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
I137542,SME,80000,Madhya Pradesh,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes
I116147,SME,100000,Kolkata,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
I261777,ALL,60000,Hyderabad,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
I147068,SME,25000,Bangalore,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
I208693,SME,25000,New Delhi,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No
I324406,Large,80000,Chennai,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
I171642,SME,80000,Madhya Pradesh,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
I263426,ALL,200000,Bangalore,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
I744588,ALL,200000,Jaipur,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
I129659,ALL,80000,New Delhi,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
I572190,ALL,200000,Kolkata,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
I523875,Large,60000,Kerala,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
I695570,ALL,100000,Kolkata,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
I301408,Large,150000,Kerala,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
I207402,Large,200000,Madhya Pradesh,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No
I177425,SME,200000,Jaipur,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
I231404,ALL,25000,Kolkata,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
I984221,Large,200000,Kolkata,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
I181045,Large,80000,New Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No
I237516,SME,80000,New Delhi,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
I275323,SME,60000,New Delhi,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
I203714,Large,60000,Mumbai,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
I169468,Large,80000,Chennai,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
I310568,SME,60000,Mumbai,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
I237774,Large,25000,Kerala,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No
I165877,Large,150000,Jaipur,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
I897968,Large,60000,Jaipur,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
I973888,Large,60000,Kolkata,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes
I326776,Large,100000,Kolkata,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
I763557,SME,200000,Pune,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
I206913,ALL,80000,Mumbai,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
I745912,ALL,200000,New Delhi,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
I104073,Large,60000,Mumbai,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
I100538,Large,200000,Chennai,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
I204081,Large,150000,Chennai,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
I314221,Large,60000,Madhya Pradesh,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
I317896,SME,60000,Pune,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
I303823,SME,80000,Mumbai,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
I424246,ALL,25000,Kolkata,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
I263538,Large,100000,Chennai,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
I154596,ALL,200000,Hyderabad,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I264714,Large,100000,Madhya Pradesh,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I142946,Large,60000,Hyderabad,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I337859,ALL,25000,Bangalore,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I275176,ALL,100000,Mumbai,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
I307017,ALL,200000,Pune,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
I248726,SME,80000,New Delhi,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
I269510,ALL,25000,Kerala,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes
I589740,Large,25000,Hyderabad,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
I203493,Large,80000,Jaipur,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
I330087,SME,100000,Kolkata,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes
I229948,SME,80000,Kolkata,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
I272018,ALL,200000,Chennai,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
I322281,SME,25000,New Delhi,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No
I215307,Large,150000,Kolkata,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes
I197642,ALL,100000,Kolkata,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
I540369,Large,200000,Kolkata,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
I187043,ALL,100000,Mumbai,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I209082,SME,150000,Kerala,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes
I124800,Large,80000,Kerala,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I133428,ALL,200000,Hyderabad,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
I363918,SME,25000,Pune,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I982519,ALL,80000,Kolkata,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I968014,ALL,100000,Chennai,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
I253997,Large,80000,Pune,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I954001,ALL,80000,Mumbai,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I888200,Large,100000,Hyderabad,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
I133550,ALL,60000,Kolkata,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
I603368,SME,150000,Chennai,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
I273548,ALL,200000,Madhya Pradesh,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I242386,Large,200000,Madhya Pradesh,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
I141311,ALL,25000,New Delhi,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
I306189,Large,150000,Bangalore,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
I130555,ALL,200000,Pune,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No
I151200,Large,80000,Chennai,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
I309155,ALL,150000,Madhya Pradesh,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
I162302,ALL,25000,New Delhi,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No
I225175,ALL,80000,Pune,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I330444,Large,80000,Kolkata,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I302063,ALL,60000,New Delhi,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
I195128,ALL,60000,Jaipur,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
I694557,SME,150000,Mumbai,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
I135651,SME,80000,Kolkata,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes
I746119,SME,25000,Hyderabad,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
I106134,SME,80000,Kolkata,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes
I676454,SME,60000,Pune,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes
I635716,SME,200000,Madhya Pradesh,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
I166655,ALL,80000,Chennai,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes
I329870,SME,25000,Kolkata,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
I114509,ALL,200000,Jaipur,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No
I765202,Large,25000,Kerala,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
I346983,ALL,100000,New Delhi,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
I419395,SME,100000,Pune,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes
I233307,Large,100000,Jaipur,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No
I147004,SME,150000,Pune,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
I744050,ALL,80000,Madhya Pradesh,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
I117471,Large,25000,New Delhi,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
I323540,SME,60000,Mumbai,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
I283761,Large,60000,Bangalore,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
I320242,SME,80000,Hyderabad,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
I117913,ALL,60000,Pune,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
I166960,SME,150000,Hyderabad,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
I453444,SME,100000,Madhya Pradesh,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
I945897,ALL,80000,Chennai,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No
I185903,ALL,80000,Kerala,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
I108594,Large,60000,Hyderabad,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
I143083,Large,200000,Bangalore,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
I131294,SME,100000,New Delhi,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
I473137,SME,200000,Jaipur,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
I806844,SME,80000,Kerala,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
I124903,SME,100000,Pune,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
I110417,Large,150000,Jaipur,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No
I223801,ALL,25000,Chennai,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
I214872,Large,25000,Pune,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
I321647,Large,100000,Mumbai,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No
I740138,SME,200000,Bangalore,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
I153621,ALL,60000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
I177092,SME,25000,Kerala,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
I955952,SME,200000,Bangalore,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
I121214,Large,150000,Mumbai,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes
I295487,SME,150000,Hyderabad,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
I218303,Large,60000,Bangalore,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes
I249622,SME,100000,Hyderabad,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
I244011,ALL,60000,Mumbai,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No
I202306,ALL,80000,Bangalore,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
I182510,ALL,60000,Bangalore,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
I314835,SME,100000,Hyderabad,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I311286,Large,100000,Madhya Pradesh,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
I207444,Large,100000,Hyderabad,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
I217444,Large,60000,Pune,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
I231399,SME,150000,Kerala,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
I119087,SME,200000,Bangalore,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
I106707,ALL,200000,Madhya Pradesh,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
I810881,SME,200000,Pune,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
I245772,ALL,60000,New Delhi,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes
I163688,SME,100000,Mumbai,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No
I268225,Large,200000,Pune,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
I178853,SME,150000,Madhya Pradesh,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes
I108228,SME,150000,New Delhi,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
I253457,Large,200000,New Delhi,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
I326636,Large,100000,Chennai,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
I454539,ALL,80000,Bangalore,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
I175551,ALL,25000,Chennai,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
I287876,SME,80000,Pune,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
I290532,Large,200000,Pune,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No
I953032,Large,200000,New Delhi,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
I161451,SME,100000,New Delhi,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No
I240272,ALL,150000,Chennai,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
I835788,SME,80000,Bangalore,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes
I156685,Large,200000,Bangalore,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
I318730,SME,150000,Jaipur,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
I320869,SME,200000,Kerala,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
I687380,SME,150000,Bangalore,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
I376325,ALL,100000,Pune,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
I257444,Large,25000,Hyderabad,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I869717,Large,60000,Jaipur,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
I279340,ALL,60000,Madhya Pradesh,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No
I157818,Large,200000,Kolkata,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
I575181,ALL,25000,Kerala,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes
I172222,ALL,100000,Chennai,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I140639,Large,100000,Bangalore,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No
I262019,Large,100000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
I112765,ALL,100000,Hyderabad,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No
I191854,SME,25000,New Delhi,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
I282703,ALL,60000,Chennai,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
I280662,Large,25000,Kerala,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
I905445,ALL,100000,Kerala,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
I269553,ALL,100000,Chennai,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
I258068,Large,100000,Mumbai,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
I244692,Large,150000,Mumbai,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I108766,SME,200000,Mumbai,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
I662374,ALL,150000,Jaipur,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
I286299,Large,60000,Chennai,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
I276309,ALL,200000,Pune,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
I138006,Large,80000,New Delhi,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes
I178030,Large,150000,New Delhi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
I335809,ALL,60000,Pune,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes
I431541,Large,60000,Mumbai,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
I142239,ALL,200000,New Delhi,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes
I205379,ALL,150000,Bangalore,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I311653,SME,200000,Hyderabad,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No
I221958,Large,80000,Hyderabad,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I329621,SME,60000,Bangalore,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
I798670,ALL,100000,Mumbai,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
I116254,SME,100000,Jaipur,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
I745304,ALL,100000,Madhya Pradesh,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No
I536425,SME,25000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No
I485308,ALL,80000,Jaipur,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
I132293,Large,80000,Madhya Pradesh,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
I337854,ALL,25000,New Delhi,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
I160354,SME,150000,Bangalore,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
I236459,ALL,200000,Hyderabad,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
I329159,Large,60000,Kerala,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
I141722,SME,25000,Hyderabad,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes
I405157,ALL,200000,Jaipur,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
I337674,SME,100000,Kerala,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
I164299,Large,150000,Hyderabad,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No
I170322,ALL,25000,Madhya Pradesh,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
I217474,SME,150000,Chennai,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
I108922,Large,150000,Mumbai,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
I213069,Large,80000,Pune,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
I223162,Large,200000,Jaipur,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I505106,ALL,25000,Hyderabad,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes
I260039,SME,60000,New Delhi,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I701795,Large,80000,New Delhi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
I424955,SME,80000,Kerala,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
I105302,ALL,200000,Kolkata,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
I156571,SME,100000,Mumbai,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
I128978,ALL,100000,Bangalore,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
I239330,ALL,80000,New Delhi,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
I519387,Large,200000,Pune,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
I278609,Large,60000,Mumbai,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
I866949,SME,200000,Hyderabad,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes
I223144,ALL,25000,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
I160172,ALL,150000,New Delhi,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No
I138114,ALL,80000,Pune,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
I256910,ALL,25000,Madhya Pradesh,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
I138457,SME,200000,Pune,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I766572,SME,150000,Jaipur,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
I829021,Large,80000,New Delhi,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
